image_path,emotion,dominant_emotion,age,gender
datasets/human_images/gender_dataset/women/827.jpg,"{'angry': np.float32(6.4279535e-05), 'disgust': np.float32(1.0093011e-08), 'fear': np.float32(0.00042692936), 'happy': np.float32(99.95091), 'sad': np.float32(9.4759205e-05), 'surprise': np.float32(0.0009966359), 'neutral': np.float32(0.047507882)}",happy,28,"{'Woman': np.float32(76.6436), 'Man': np.float32(23.3564)}"
datasets/human_images/gender_dataset/women/763.jpg,"{'angry': np.float32(0.00010636728), 'disgust': np.float32(4.1034625e-08), 'fear': np.float32(0.0011192379), 'happy': np.float32(99.16556), 'sad': np.float32(0.0021614565), 'surprise': np.float32(0.0010135036), 'neutral': np.float32(0.83003694)}",happy,31,"{'Woman': np.float32(80.48543), 'Man': np.float32(19.51457)}"
datasets/human_images/gender_dataset/women/702.jpg,"{'angry': np.float32(0.14332874), 'disgust': np.float32(0.00021556643), 'fear': np.float32(69.080315), 'happy': np.float32(2.361883), 'sad': np.float32(24.301516), 'surprise': np.float32(0.00348206), 'neutral': np.float32(4.109272)}",fear,32,"{'Woman': np.float32(17.2847), 'Man': np.float32(82.7153)}"
datasets/human_images/gender_dataset/women/702.jpg,"{'angry': np.float32(0.04846148), 'disgust': np.float32(5.221069e-06), 'fear': np.float32(8.210426), 'happy': np.float32(2.183221), 'sad': np.float32(12.622664), 'surprise': np.float32(0.046692234), 'neutral': np.float32(76.888535)}",neutral,35,"{'Woman': np.float32(1.0147411), 'Man': np.float32(98.98526)}"
datasets/human_images/gender_dataset/women/702.jpg,"{'angry': np.float32(19.412863), 'disgust': np.float32(0.005628303), 'fear': np.float32(75.25996), 'happy': np.float32(0.46909103), 'sad': np.float32(4.8252077), 'surprise': np.float32(0.0022045143), 'neutral': np.float32(0.025050242)}",fear,37,"{'Woman': np.float32(1.6602268), 'Man': np.float32(98.339775)}"
datasets/human_images/gender_dataset/women/702.jpg,"{'angry': np.float32(0.060315598), 'disgust': np.float32(0.0036720263), 'fear': np.float32(35.31399), 'happy': np.float32(0.005187714), 'sad': np.float32(64.07946), 'surprise': np.float32(6.960715e-05), 'neutral': np.float32(0.5373027)}",sad,38,"{'Woman': np.float32(1.8283166), 'Man': np.float32(98.171684)}"
datasets/human_images/gender_dataset/women/702.jpg,"{'angry': np.float32(4.9991336e-06), 'disgust': np.float32(5.1063954e-13), 'fear': np.float32(2.038682e-06), 'happy': np.float32(99.579414), 'sad': np.float32(1.7904898e-06), 'surprise': np.float32(8.161073e-05), 'neutral': np.float32(0.42049125)}",happy,28,"{'Woman': np.float32(99.99887), 'Man': np.float32(0.0011322999)}"
datasets/human_images/gender_dataset/men/563.jpg,"{'angry': np.float32(0.534313), 'disgust': np.float32(6.4913793e-06), 'fear': np.float32(5.3129444), 'happy': np.float32(0.0030663325), 'sad': np.float32(89.44878), 'surprise': np.float32(0.0048012445), 'neutral': np.float32(4.6960955)}",sad,26,"{'Woman': np.float32(0.014423647), 'Man': np.float32(99.98557)}"
datasets/human_images/gender_dataset/men/306.jpg,"{'angry': np.float32(0.74215984), 'disgust': np.float32(0.0022088008), 'fear': np.float32(17.92101), 'happy': np.float32(17.837875), 'sad': np.float32(0.22491693), 'surprise': np.float32(0.00041175395), 'neutral': np.float32(63.271416)}",neutral,39,"{'Woman': np.float32(13.969583), 'Man': np.float32(86.03041)}"
datasets/human_images/gender_dataset/women/616.jpg,"{'angry': np.float32(0.12773474), 'disgust': np.float32(9.383225e-07), 'fear': np.float32(0.2340234), 'happy': np.float32(1.5583162), 'sad': np.float32(28.164312), 'surprise': np.float32(1.2718408e-06), 'neutral': np.float32(69.91561)}",neutral,31,"{'Woman': np.float32(99.999664), 'Man': np.float32(0.00033021404)}"
datasets/human_images/gender_dataset/women/582.jpg,"{'angry': np.float32(1.2817667), 'disgust': np.float32(1.8902107e-06), 'fear': np.float32(0.1687185), 'happy': np.float32(0.6606192), 'sad': np.float32(0.7289751), 'surprise': np.float32(0.013182175), 'neutral': np.float32(97.146736)}",neutral,26,"{'Woman': np.float32(99.96696), 'Man': np.float32(0.03304837)}"
datasets/human_images/gender_dataset/women/549.jpg,"{'angry': np.float32(0.068197116), 'disgust': np.float32(3.1573425e-08), 'fear': np.float32(0.18325804), 'happy': np.float32(89.28938), 'sad': np.float32(0.8442699), 'surprise': np.float32(2.6142626), 'neutral': np.float32(7.0006385)}",happy,32,"{'Woman': np.float32(99.874756), 'Man': np.float32(0.12524043)}"
datasets/human_images/gender_dataset/men/548.jpg,"{'angry': np.float32(0.16317049), 'disgust': np.float32(4.898219e-10), 'fear': np.float32(0.20524684), 'happy': np.float32(99.401276), 'sad': np.float32(0.0006044728), 'surprise': np.float32(1.0856045e-06), 'neutral': np.float32(0.2297104)}",happy,36,"{'Woman': np.float32(0.38850263), 'Man': np.float32(99.611496)}"
datasets/human_images/gender_dataset/men/617.jpg,"{'angry': np.float32(81.018234), 'disgust': np.float32(0.0014451939), 'fear': np.float32(6.2015457), 'happy': np.float32(0.0076156477), 'sad': np.float32(12.622563), 'surprise': np.float32(0.0008203772), 'neutral': np.float32(0.14777948)}",angry,40,"{'Woman': np.float32(27.00767), 'Man': np.float32(72.992325)}"
datasets/human_images/gender_dataset/men/617.jpg,"{'angry': np.float32(4.254405), 'disgust': np.float32(6.826616e-15), 'fear': np.float32(7.836679e-06), 'happy': np.float32(0.0046996768), 'sad': np.float32(0.3292877), 'surprise': np.float32(6.493795e-11), 'neutral': np.float32(95.4116)}",neutral,25,"{'Woman': np.float32(0.0032913075), 'Man': np.float32(99.99671)}"
datasets/human_images/gender_dataset/men/755.jpg,"{'angry': np.float32(0.0066620116), 'disgust': np.float32(1.3691182e-09), 'fear': np.float32(4.8987703), 'happy': np.float32(11.333917), 'sad': np.float32(0.41983658), 'surprise': np.float32(0.1453595), 'neutral': np.float32(83.19546)}",neutral,39,"{'Woman': np.float32(16.447937), 'Man': np.float32(83.55206)}"
datasets/human_images/gender_dataset/men/755.jpg,"{'angry': np.float32(0.00032123752), 'disgust': np.float32(6.9774603e-12), 'fear': np.float32(99.98307), 'happy': np.float32(0.00051022123), 'sad': np.float32(0.015948232), 'surprise': np.float32(9.263753e-05), 'neutral': np.float32(5.5711604e-05)}",fear,23,"{'Woman': np.float32(5.77048), 'Man': np.float32(94.22952)}"
datasets/human_images/gender_dataset/women/425.jpg,"{'angry': np.float32(0.00023084563), 'disgust': np.float32(4.5371384e-11), 'fear': np.float32(4.1871967), 'happy': np.float32(94.74176), 'sad': np.float32(0.0009743427), 'surprise': np.float32(0.31270835), 'neutral': np.float32(0.7571328)}",happy,33,"{'Woman': np.float32(92.19878), 'Man': np.float32(7.8012185)}"
datasets/human_images/gender_dataset/men/618.jpg,"{'angry': np.float32(1.6680446e-05), 'disgust': np.float32(2.1505132e-19), 'fear': np.float32(0.00013662798), 'happy': np.float32(7.1840484e-10), 'sad': np.float32(0.00092648197), 'surprise': np.float32(3.144667e-07), 'neutral': np.float32(99.998924)}",neutral,30,"{'Woman': np.float32(0.062091243), 'Man': np.float32(99.937904)}"
datasets/human_images/gender_dataset/men/302.jpg,"{'angry': np.float32(0.00038613548), 'disgust': np.float32(1.0670187e-07), 'fear': np.float32(0.069003835), 'happy': np.float32(87.993065), 'sad': np.float32(0.027061231), 'surprise': np.float32(0.009770737), 'neutral': np.float32(11.900721)}",happy,32,"{'Woman': np.float32(0.023594676), 'Man': np.float32(99.9764)}"
datasets/human_images/gender_dataset/men/389.jpg,"{'angry': np.float32(1.8945209), 'disgust': np.float32(0.037790757), 'fear': np.float32(20.545374), 'happy': np.float32(16.323725), 'sad': np.float32(10.511344), 'surprise': np.float32(4.71172), 'neutral': np.float32(45.975525)}",neutral,33,"{'Woman': np.float32(0.9443593), 'Man': np.float32(99.05563)}"
datasets/human_images/gender_dataset/men/704.jpg,"{'angry': np.float32(3.8961875e-07), 'disgust': np.float32(8.047932e-17), 'fear': np.float32(98.24503), 'happy': np.float32(1.7239807e-06), 'sad': np.float32(1.7544212), 'surprise': np.float32(3.021404e-08), 'neutral': np.float32(0.0005458616)}",fear,34,"{'Woman': np.float32(3.3840916), 'Man': np.float32(96.61591)}"
datasets/human_images/gender_dataset/men/672.jpg,"{'angry': np.float32(0.057979744), 'disgust': np.float32(2.0169603e-08), 'fear': np.float32(0.0045010014), 'happy': np.float32(0.114240825), 'sad': np.float32(0.58399326), 'surprise': np.float32(0.0014599991), 'neutral': np.float32(99.23782)}",neutral,26,"{'Woman': np.float32(5.5440583), 'Man': np.float32(94.45595)}"
datasets/human_images/gender_dataset/women/690.jpg,"{'angry': np.float32(1.9251496), 'disgust': np.float32(0.0048463433), 'fear': np.float32(0.06499367), 'happy': np.float32(0.01232422), 'sad': np.float32(37.65524), 'surprise': np.float32(0.0008289092), 'neutral': np.float32(60.33662)}",neutral,30,"{'Woman': np.float32(99.97225), 'Man': np.float32(0.027747592)}"
datasets/human_images/gender_dataset/women/367.jpg,"{'angry': np.float32(5.5815904e-11), 'disgust': np.float32(6.3619644e-18), 'fear': np.float32(4.0940646e-09), 'happy': np.float32(98.43067), 'sad': np.float32(0.052915752), 'surprise': np.float32(1.54842e-05), 'neutral': np.float32(1.5163987)}",happy,34,"{'Woman': np.float32(99.96283), 'Man': np.float32(0.037170917)}"
datasets/human_images/gender_dataset/men/294.jpg,"{'angry': np.float32(0.09354602), 'disgust': np.float32(1.9995789e-05), 'fear': np.float32(1.4645162), 'happy': np.float32(0.24882756), 'sad': np.float32(0.2033831), 'surprise': np.float32(5.104904), 'neutral': np.float32(92.8848)}",neutral,26,"{'Woman': np.float32(0.0006693942), 'Man': np.float32(99.99933)}"
datasets/human_images/gender_dataset/men/436.jpg,"{'angry': np.float32(21.115671), 'disgust': np.float32(4.8296522e-05), 'fear': np.float32(1.3936203), 'happy': np.float32(0.0363298), 'sad': np.float32(38.42472), 'surprise': np.float32(0.13693598), 'neutral': np.float32(38.89268)}",neutral,24,"{'Woman': np.float32(5.658219e-05), 'Man': np.float32(99.99994)}"
datasets/human_images/gender_dataset/men/692.jpg,"{'angry': np.float32(3.6992893), 'disgust': np.float32(0.13016051), 'fear': np.float32(86.842316), 'happy': np.float32(0.03849558), 'sad': np.float32(3.0232227), 'surprise': np.float32(0.3758064), 'neutral': np.float32(5.8907113)}",fear,26,"{'Woman': np.float32(0.0021568479), 'Man': np.float32(99.99784)}"
datasets/human_images/gender_dataset/women/107.jpg,"{'angry': np.float32(5.6548092e-14), 'disgust': np.float32(1.8799426e-22), 'fear': np.float32(3.0807107e-15), 'happy': np.float32(99.99134), 'sad': np.float32(1.4773465e-11), 'surprise': np.float32(1.3289637e-07), 'neutral': np.float32(0.008660348)}",happy,36,"{'Woman': np.float32(100.0), 'Man': np.float32(9.987417e-07)}"
datasets/human_images/gender_dataset/men/75.jpg,"{'angry': np.float32(0.027517753), 'disgust': np.float32(1.78978e-07), 'fear': np.float32(2.7706296), 'happy': np.float32(0.011930612), 'sad': np.float32(85.53007), 'surprise': np.float32(7.3874316e-09), 'neutral': np.float32(11.659855)}",sad,37,"{'Woman': np.float32(4.0875154), 'Man': np.float32(95.91249)}"
datasets/human_images/gender_dataset/men/51.jpg,"{'angry': np.float32(3.266998e-11), 'disgust': np.float32(1.5109457e-16), 'fear': np.float32(6.246112e-09), 'happy': np.float32(99.996414), 'sad': np.float32(1.08333555e-08), 'surprise': np.float32(2.5352923e-05), 'neutral': np.float32(0.0035643254)}",happy,27,"{'Woman': np.float32(0.005272548), 'Man': np.float32(99.99473)}"
datasets/human_images/gender_dataset/women/468.jpg,"{'angry': np.float32(53.939476), 'disgust': np.float32(5.1113844), 'fear': np.float32(6.3121147), 'happy': np.float32(0.3722951), 'sad': np.float32(32.150726), 'surprise': np.float32(1.450877), 'neutral': np.float32(0.6631152)}",angry,38,"{'Woman': np.float32(10.805085), 'Man': np.float32(89.194916)}"
datasets/human_images/gender_dataset/men/580.jpg,"{'angry': np.float32(2.6389737e-21), 'disgust': np.float32(0.0), 'fear': np.float32(1.765931e-24), 'happy': np.float32(100.0), 'sad': np.float32(3.845023e-19), 'surprise': np.float32(1.0769254e-09), 'neutral': np.float32(6.9222885e-08)}",happy,30,"{'Woman': np.float32(0.0030207746), 'Man': np.float32(99.99699)}"
datasets/human_images/gender_dataset/men/701.jpg,"{'angry': np.float32(1.0794144), 'disgust': np.float32(9.696818e-06), 'fear': np.float32(75.78285), 'happy': np.float32(0.04166396), 'sad': np.float32(22.03037), 'surprise': np.float32(0.011292172), 'neutral': np.float32(1.0543957)}",fear,27,"{'Woman': np.float32(49.810917), 'Man': np.float32(50.189083)}"
datasets/human_images/gender_dataset/men/818.jpg,"{'angry': np.float32(24.777016), 'disgust': np.float32(0.00067602686), 'fear': np.float32(3.9560592), 'happy': np.float32(0.16798683), 'sad': np.float32(13.9783945), 'surprise': np.float32(0.2730143), 'neutral': np.float32(56.846855)}",neutral,26,"{'Woman': np.float32(3.2710843e-05), 'Man': np.float32(99.99996)}"
datasets/human_images/gender_dataset/women/537.jpg,"{'angry': np.float32(2.4829593), 'disgust': np.float32(0.00016993289), 'fear': np.float32(7.794518), 'happy': np.float32(0.7854993), 'sad': np.float32(14.539983), 'surprise': np.float32(63.52376), 'neutral': np.float32(10.873108)}",surprise,28,"{'Woman': np.float32(99.933334), 'Man': np.float32(0.06666527)}"
datasets/human_images/gender_dataset/men/87.jpg,"{'angry': np.float32(0.27231306), 'disgust': np.float32(4.4838726e-11), 'fear': np.float32(0.14229028), 'happy': np.float32(0.0034805273), 'sad': np.float32(5.6590705), 'surprise': np.float32(1.9086438e-05), 'neutral': np.float32(93.92283)}",neutral,32,"{'Woman': np.float32(0.006345384), 'Man': np.float32(99.99366)}"
datasets/human_images/gender_dataset/men/136.jpg,"{'angry': np.float32(0.28788024), 'disgust': np.float32(1.9840517e-14), 'fear': np.float32(1.8037003e-05), 'happy': np.float32(0.001663957), 'sad': np.float32(0.006112865), 'surprise': np.float32(1.5553892e-09), 'neutral': np.float32(99.704315)}",neutral,29,"{'Woman': np.float32(0.0013216521), 'Man': np.float32(99.99868)}"
datasets/human_images/gender_dataset/women/45.jpg,"{'angry': np.float32(0.008756255), 'disgust': np.float32(1.523352e-08), 'fear': np.float32(0.0030017842), 'happy': np.float32(93.717476), 'sad': np.float32(0.0050259256), 'surprise': np.float32(0.1696978), 'neutral': np.float32(6.0960402)}",happy,34,"{'Woman': np.float32(100.0), 'Man': np.float32(6.887552e-10)}"
datasets/human_images/gender_dataset/women/138.jpg,"{'angry': np.float32(3.414376), 'disgust': np.float32(0.029763622), 'fear': np.float32(7.966814), 'happy': np.float32(3.3988428), 'sad': np.float32(43.550777), 'surprise': np.float32(2.1934085), 'neutral': np.float32(39.446014)}",sad,31,"{'Woman': np.float32(99.99782), 'Man': np.float32(0.0021859044)}"
datasets/human_images/gender_dataset/men/250.jpg,"{'angry': np.float32(26.502949), 'disgust': np.float32(0.00010491225), 'fear': np.float32(1.7738944), 'happy': np.float32(49.114304), 'sad': np.float32(8.080815), 'surprise': np.float32(0.048969053), 'neutral': np.float32(14.478965)}",happy,23,"{'Woman': np.float32(0.00015897768), 'Man': np.float32(99.99985)}"
datasets/human_images/gender_dataset/men/215.jpg,"{'angry': np.float32(0.31387627), 'disgust': np.float32(3.926166e-08), 'fear': np.float32(0.0061594713), 'happy': np.float32(4.538471), 'sad': np.float32(2.2689078), 'surprise': np.float32(1.5517588e-05), 'neutral': np.float32(92.872574)}",neutral,29,"{'Woman': np.float32(0.0006683315), 'Man': np.float32(99.99933)}"
datasets/human_images/gender_dataset/men/106.jpg,"{'angry': np.float32(0.91953886), 'disgust': np.float32(8.898801e-06), 'fear': np.float32(0.0982932), 'happy': np.float32(1.1887874e-05), 'sad': np.float32(0.5849676), 'surprise': np.float32(0.0068633286), 'neutral': np.float32(98.39032)}",neutral,28,"{'Woman': np.float32(0.0037798954), 'Man': np.float32(99.99622)}"
datasets/human_images/gender_dataset/men/304.jpg,"{'angry': np.float32(24.703083), 'disgust': np.float32(0.004450498), 'fear': np.float32(2.20454), 'happy': np.float32(0.007710995), 'sad': np.float32(55.105164), 'surprise': np.float32(0.000409855), 'neutral': np.float32(17.97465)}",sad,30,"{'Woman': np.float32(0.0006019886), 'Man': np.float32(99.999405)}"
datasets/human_images/gender_dataset/men/298.jpg,"{'angry': np.float32(91.92767), 'disgust': np.float32(1.1529074e-05), 'fear': np.float32(0.036987577), 'happy': np.float32(0.001094837), 'sad': np.float32(1.0222965), 'surprise': np.float32(0.0459004), 'neutral': np.float32(6.9660387)}",angry,26,"{'Woman': np.float32(0.073026955), 'Man': np.float32(99.92698)}"
datasets/human_images/gender_dataset/women/732.jpg,"{'angry': np.float32(0.8440806), 'disgust': np.float32(0.002945201), 'fear': np.float32(25.748306), 'happy': np.float32(2.0074675), 'sad': np.float32(0.82658285), 'surprise': np.float32(21.08174), 'neutral': np.float32(49.48888)}",neutral,31,"{'Woman': np.float32(48.914635), 'Man': np.float32(51.08537)}"
datasets/human_images/gender_dataset/men/392.jpg,"{'angry': np.float32(1.337603), 'disgust': np.float32(6.700745e-05), 'fear': np.float32(27.514666), 'happy': np.float32(0.0002901951), 'sad': np.float32(1.6209457), 'surprise': np.float32(1.2016026), 'neutral': np.float32(68.32482)}",neutral,37,"{'Woman': np.float32(3.9595098), 'Man': np.float32(96.0405)}"
datasets/human_images/gender_dataset/women/629.jpg,"{'angry': np.float32(4.7982835e-06), 'disgust': np.float32(3.8737202e-10), 'fear': np.float32(99.99983), 'happy': np.float32(2.99616e-05), 'sad': np.float32(7.7805475e-05), 'surprise': np.float32(6.8279064e-07), 'neutral': np.float32(5.5069886e-05)}",fear,36,"{'Woman': np.float32(2.0255482), 'Man': np.float32(97.97446)}"
datasets/human_images/gender_dataset/men/50.jpg,"{'angry': np.float32(16.5099), 'disgust': np.float32(0.5000969), 'fear': np.float32(28.90492), 'happy': np.float32(0.09287273), 'sad': np.float32(42.477478), 'surprise': np.float32(0.04175554), 'neutral': np.float32(11.472981)}",sad,23,"{'Woman': np.float32(0.0036132145), 'Man': np.float32(99.99639)}"
datasets/human_images/gender_dataset/men/517.jpg,"{'angry': np.float32(1.8878956), 'disgust': np.float32(1.0198731e-10), 'fear': np.float32(0.00044353236), 'happy': np.float32(0.065540455), 'sad': np.float32(0.27829626), 'surprise': np.float32(1.5400105e-05), 'neutral': np.float32(97.76781)}",neutral,37,"{'Woman': np.float32(0.00012342918), 'Man': np.float32(99.99988)}"
datasets/human_images/gender_dataset/men/497.jpg,"{'angry': np.float32(11.821602), 'disgust': np.float32(9.711039e-08), 'fear': np.float32(0.43386832), 'happy': np.float32(0.0004894846), 'sad': np.float32(48.839333), 'surprise': np.float32(4.1321164e-05), 'neutral': np.float32(38.904667)}",sad,43,"{'Woman': np.float32(0.0044158404), 'Man': np.float32(99.99559)}"
datasets/human_images/gender_dataset/women/322.jpg,"{'angry': np.float32(0.06541084), 'disgust': np.float32(1.6118765e-13), 'fear': np.float32(0.012720142), 'happy': np.float32(2.492632e-05), 'sad': np.float32(0.5385683), 'surprise': np.float32(1.4961025e-06), 'neutral': np.float32(99.38328)}",neutral,29,"{'Woman': np.float32(11.683412), 'Man': np.float32(88.31659)}"
datasets/human_images/gender_dataset/women/264.jpg,"{'angry': np.float32(0.00043811306), 'disgust': np.float32(8.493587e-11), 'fear': np.float32(0.0025574279), 'happy': np.float32(0.08761993), 'sad': np.float32(0.012915457), 'surprise': np.float32(2.7958575e-05), 'neutral': np.float32(99.89645)}",neutral,19,"{'Woman': np.float32(2.1935618), 'Man': np.float32(97.80644)}"
datasets/human_images/gender_dataset/women/339.jpg,"{'angry': np.float32(0.4643397), 'disgust': np.float32(4.5209003e-05), 'fear': np.float32(6.8087697), 'happy': np.float32(29.035902), 'sad': np.float32(1.6031766), 'surprise': np.float32(0.9664549), 'neutral': np.float32(61.121315)}",neutral,33,"{'Woman': np.float32(99.99998), 'Man': np.float32(2.1245602e-05)}"
datasets/human_images/gender_dataset/men/65.jpg,"{'angry': np.float32(0.09597982), 'disgust': np.float32(8.4350894e-08), 'fear': np.float32(1.7598684), 'happy': np.float32(97.99208), 'sad': np.float32(0.1178863), 'surprise': np.float32(0.029718561), 'neutral': np.float32(0.004463325)}",happy,28,"{'Woman': np.float32(4.866748), 'Man': np.float32(95.133255)}"
datasets/human_images/gender_dataset/men/65.jpg,"{'angry': np.float32(31.08373), 'disgust': np.float32(2.0094885e-06), 'fear': np.float32(0.12465516), 'happy': np.float32(0.0017696146), 'sad': np.float32(47.090687), 'surprise': np.float32(8.1727485e-05), 'neutral': np.float32(21.699076)}",sad,62,"{'Woman': np.float32(0.013132023), 'Man': np.float32(99.98686)}"
datasets/human_images/gender_dataset/women/1.jpg,"{'angry': np.float32(3.3075466), 'disgust': np.float32(0.03723244), 'fear': np.float32(5.2791567), 'happy': np.float32(2.3570933), 'sad': np.float32(13.675566), 'surprise': np.float32(0.39339828), 'neutral': np.float32(74.950005)}",neutral,30,"{'Woman': np.float32(100.0), 'Man': np.float32(2.3135099e-06)}"
datasets/human_images/gender_dataset/women/741.jpg,"{'angry': np.float32(3.7771077e-08), 'disgust': np.float32(1.5315048e-11), 'fear': np.float32(3.371653e-07), 'happy': np.float32(99.2399), 'sad': np.float32(0.0018625881), 'surprise': np.float32(6.657252e-05), 'neutral': np.float32(0.7581798)}",happy,35,"{'Woman': np.float32(99.99993), 'Man': np.float32(7.6829005e-05)}"
datasets/human_images/gender_dataset/men/455.jpg,"{'angry': np.float32(0.0061949315), 'disgust': np.float32(2.3571733e-10), 'fear': np.float32(0.4770419), 'happy': np.float32(0.13051616), 'sad': np.float32(0.71217114), 'surprise': np.float32(1.01562155e-05), 'neutral': np.float32(98.674065)}",neutral,42,"{'Woman': np.float32(0.08691801), 'Man': np.float32(99.91308)}"
datasets/human_images/gender_dataset/men/339.jpg,"{'angry': np.float32(0.023179289), 'disgust': np.float32(4.6819055e-12), 'fear': np.float32(0.0047239345), 'happy': np.float32(9.183625e-06), 'sad': np.float32(0.21442336), 'surprise': np.float32(1.0928792e-05), 'neutral': np.float32(99.75765)}",neutral,26,"{'Woman': np.float32(0.10683582), 'Man': np.float32(99.89316)}"
datasets/human_images/gender_dataset/men/169.jpg,"{'angry': np.float32(0.54640996), 'disgust': np.float32(0.0055777365), 'fear': np.float32(8.258998), 'happy': np.float32(0.00035733392), 'sad': np.float32(91.17853), 'surprise': np.float32(1.9078037e-07), 'neutral': np.float32(0.010126942)}",sad,43,"{'Woman': np.float32(4.1342387), 'Man': np.float32(95.86576)}"
datasets/human_images/gender_dataset/women/38.jpg,"{'angry': np.float32(0.0005412971), 'disgust': np.float32(8.447573e-09), 'fear': np.float32(0.0015682292), 'happy': np.float32(83.799736), 'sad': np.float32(0.0028698724), 'surprise': np.float32(0.024357257), 'neutral': np.float32(16.170929)}",happy,31,"{'Woman': np.float32(99.99998), 'Man': np.float32(1.876306e-05)}"
datasets/human_images/gender_dataset/men/633.jpg,"{'angry': np.float32(8.7903123e-07), 'disgust': np.float32(1.1248908e-12), 'fear': np.float32(6.389444e-05), 'happy': np.float32(1.4589423e-05), 'sad': np.float32(0.0012350184), 'surprise': np.float32(8.503432e-07), 'neutral': np.float32(99.99869)}",neutral,23,"{'Woman': np.float32(0.0014264688), 'Man': np.float32(99.998566)}"
datasets/human_images/gender_dataset/women/439.jpg,"{'angry': np.float32(0.38834304), 'disgust': np.float32(4.4316227e-08), 'fear': np.float32(3.1175172), 'happy': np.float32(96.453926), 'sad': np.float32(9.012976e-05), 'surprise': np.float32(1.36702265e-05), 'neutral': np.float32(0.0401158)}",happy,31,"{'Woman': np.float32(2.9709344), 'Man': np.float32(97.02907)}"
